[STRING]
String = 12000,建物名
String = 22176,超火箭天襲
String = 22177,超衝射龍砲
String = 22178,超炬石煉獄
String = 22179,超火輪濤殺
String = 22180,超滾石怒衝
String = 22181,雪崩怒衝2
String = 22182,超地泉鯨浪
String = 22183,超地茅遍地
String = 22184,地雷星火2
String = 22185,冰柱群鋒2
String = 22186,超突劍四方
String = 22187,超炎牆烈燒
String = 22188,超強火柱
String = 22189,超太極華陣
String = 22190,超八卦六角陣
String = 22191,超雷光燋獄
String = 22192,超狂雷天牢
String = 22193,超伏兵連陣
String = 22194,超後伏連陣
String = 22195,超旋燈怒張
String = 22196,超蓮華轟天
String = 22197,超心劍齊發
String = 22198,超龍捲旋風
String = 22199,炎龍舞華
String = 22200,超火牛烈崩
String = 22201,超食屍鬼陣
String = 22202,超驅豹突擊
String = 22203,超神鳶空襲
String = 22204,超八門金鎖
String = 22205,超地獄之門
String = 22206,超活療術
String = 22207,超活天術
String = 22208,超日月輪斬
String = 22209,日月連弓
String = 22210,超神劍閃華
String = 22211,超浮雷光陣
String = 22212,超羅剎之盾
String = 22213,超月輪烈光斬
String = 22214,超八卦陣斬
String = 22215,超神風華襲
String = 22216,超鐵輪血斬陣
String = 22217,超土遁隱殺
String = 22218,超火雷鬼玉破
String = 22219,超隱忍鏢陣
String = 22220,鋼地釘陣2
String = 22221,木忍隱分身2
String = 22222,青龍飛昇2
String = 22223,玄武怒流2
String = 22224,白虎傲嘯2
String = 22225,朱雀焚天2
String = 22226,超伏兵連陣
String = 22227,水龍
String = 22228,水龍濤
String = 22229,水龍狂濤
String = 22230,超水龍狂濤
String = 22231,地龍
String = 22232,地龍震
String = 22233,地龍極震
String = 22234,超地龍極震
String = 22235,風龍
String = 22236,風龍旋
String = 22237,風龍天旋
String = 22238,超風龍天旋
String = 22239,火龍
String = 22240,火龍焰
String = 22241,火龍怒焰
String = 22242,超火龍怒焰
String = 22243,噬血
String = 22244,噬血刃
String = 22245,噬血魔刃
String = 22246,超噬血魔刃
String = 22247,天劍斬
String = 22248,天劍開光
String = 22249,天劍神威
String = 22250,超天劍神威
String = 22251,龍牙車
String = 22252,龍牙車隊
String = 22253,龍牙車陣
String = 22254,超龍牙車陣
String = 22255,麒麟降世
String = 22256,麒麟降世2
String = 22257,奧汀火輪衝
String = 22258,奧汀大將軍
String = 22259,鐵人
String = 22260,井闌
String = 22261,鐵獸
String = 22262,箭樓
String = 22263,銅人
String = 22264,元戒神弩
String = 22404,箭石墜
String = 22405,炎流星
String = 22406,箭雨衝
String = 22407,赤焰火輪
String = 22408,震地訣
String = 22409,天火焚
String = 22410,裂地刃
String = 22411,水火相生
String = 22412,破空鳶
String = 22413,百獸奔
String = 22414,雙月斬
String = 22415,風火雙龍
String = 22416,地水雙龍
String = 22417,隱忍二連擊
String = 22418,隱忍超暗殺
String = 22419,旋燈劍
String = 22420,太極火
String = 22421,八卦燈
String = 22422,幽冥借法
String = 22423,機關陣
String = 22424,日月並行
String = 22425,蓮華神劍
String = 22426,救命術
String = 22427,怒雷轟
String = 22428,雷厲風行
String = 22429,伏兵夾擊
String = 22430,七煞鬼刀
String = 22431,轟雷衝車
String = 22432,劍無量
String = 22433,八卦符兵
String = 22437,箭石雨
String = 22438,烈炎流星
String = 22439,箭雨襲
String = 22440,赤焰火輪訣
String = 22441,震地大法
String = 22442,天火降世
String = 22443,裂地狂刃
String = 22444,破空火鳳
String = 22445,千獸奔
String = 22446,十六夜斬
String = 22447,群龍捲風火
String = 22448,群龍引地水
String = 22449,超忍二連擊
String = 22450,旋燈絕劍
String = 22451,太極聖火
String = 22452,八卦靈燈
String = 22453,幽冥引歸
String = 22454,機關衝
String = 22455,蓮華劍陣
String = 22456,續命術
String = 22457,伏兵奇襲
String = 22458,天助神兵
String = 22459,劍無敵
String = 22460,八卦符兵陣
String = 22463,流星火雨
String = 22464,裂地湧泉
String = 22465,破空烈凰
String = 22466,箭雨天羅
String = 22467,赤焰火輪陣
String = 22468,震地動天
String = 22469,萬獸奔
String = 22470,裂光千刃
String = 22471,超忍滅絕陣
String = 22472,奧義忍稻妻
String = 22473,幽冥鬼兵
String = 22474,憾宇雷光劍
String = 22475,蓮華斬舞
String = 22476,轉生術
String = 22477,機關殺陣
String = 22478,轟天一劍
String = 22479,風雷齊嘯
String = 22480,天崩地裂
String = 22481,十面埋伏
String = 22482,乾坤八陣圖
String = 22485,天地無用
String = 22486,神鬼共憤
String = 22487,鬼哭神號
String = 22488,群龍舞十方
String = 22489,天翻地覆
String = 22490,千里焦土
String = 22491,森羅萬象劍
String = 22492,逆天術
String = 22493,四靈誅邪陣
String = 22494,九霄風雷動
String = 22498,毀天滅地
String = 22499,機關滅絕衝
String = 22500,紅蓮地獄
String = 22501,龍皇霸絕
String = 22502,血刃斷空斬
String = 22503,千里不留行
String = 22504,天地一刀斷
String = 22505,不死神術
String = 22506,究極忍奧義
String = 22507,獸皇破邪陣
String = 23000,士兵名稱
String = 24000,必殺技
String = 24001,連刺
String = 24002,斬鐵
String = 24003,龍捲
String = 24004,迷魂
String = 24005,拖刀
String = 24006,挑斬
String = 24007,旋櫻
String = 24008,豪烈
String = 24009,貫日
String = 24010,血翼
String = 24011,大喝
String = 24012,亂舞
String = 24013,霸者之威
String = 24014,王者之風
String = 26000,陣型
String = 26001,方形之陣
String = 26002,翔鷹之陣
String = 26003,天地之陣
String = 26004,雁形之陣
String = 26005,箭矢之陣
String = 26006,鉤形之陣
String = 26007,錐形之陣
String = 26008,圓形之陣
String = 26009,XXXX之陣
String = 26010,XXXX之陣
String = 28000,武將姓名
String = 28001,丁奉
String = 28002,丁原
String = 28003,丁斐
String = 28004,丁楓
String = 28005,丁瑤
String = 28006,丁儀
String = 28007,刁玄
String = 28008,于禁
String = 28009,于詮
String = 28010,士孫瑞
String = 28011,士異
String = 28012,士壹
String = 28013,士碧
String = 28014,士徽
String = 28015,士燮
String = 28016,大喬
String = 28017,小喬
String = 28018,山濤
String = 28019,公孫度
String = 28020,公孫恭
String = 28021,公孫康
String = 28022,公孫淵
String = 28023,公孫婷
String = 28024,公孫越
String = 28025,公孫範
String = 28026,公孫續
String = 28027,公孫瓚
String = 28028,卞喜
String = 28029,天香
String = 28030,太史享
String = 28031,太史昭容
String = 28032,太史慈
String = 28033,孔月
String = 28034,孔秀
String = 28035,孔岫
String = 28036,孔羨
String = 28037,孔融
String = 28038,文媛
String = 28039,文欽
String = 28040,文聘
String = 28041,文蕊
String = 28042,文鴦
String = 28043,文醜
String = 28044,方悅
String = 28045,毋丘儉
String = 28046,毛玠
String = 28047,牛金
String = 28048,牛輔
String = 28049,王子服
String = 28050,王元姬
String = 28051,王允
String = 28052,王方
String = 28053,王平
String = 28054,王伉
String = 28055,王匡
String = 28056,王戎
String = 28057,王甫
String = 28058,王忠
String = 28059,王服
String = 28060,王威
String = 28061,王若華
String = 28062,王昶
String = 28063,王修
String = 28064,王朗
String = 28065,王烈
String = 28066,王真
String = 28067,王晟
String = 28068,王基
String = 28069,王祥
String = 28070,王累
String = 28071,王植
String = 28072,王渾
String = 28073,王筠
String = 28074,王經
String = 28075,王粲
String = 28076,王頎
String = 28077,王濬
String = 28078,王雙
String = 28079,王覽
String = 28080,令狐卲
String = 28081,令狐愚
String = 28082,司馬孚
String = 28083,司馬炎
String = 28084,司馬昭
String = 28085,司馬師
String = 28086,司馬朗
String = 28087,司馬衷
String = 28088,司馬望
String = 28089,司馬鈴
String = 28090,司馬瑋
String = 28091,司馬徽
String = 28092,司馬懿
String = 28093,左慈
String = 28094,甘若男
String = 28095,甘倩
String = 28096,甘寧
String = 28097,田欣
String = 28098,田楷
String = 28099,田豫
String = 28100,田豐
String = 28101,田疇
String = 28102,田續
String = 28103,申耽
String = 28104,申儀
String = 28105,石苞
String = 28106,石崇
String = 28107,伊大目
String = 28108,伊默
String = 28109,伊籍
String = 28110,伏完
String = 28111,伏壽
String = 28112,仲長統
String = 28113,全琮
String = 28114,全端
String = 28115,吉太
String = 28116,吉穆
String = 28117,吉邈
String = 28118,向秀
String = 28119,向朗
String = 28120,向寵
String = 28121,成宜
String = 28122,朱治
String = 28123,朱虹
String = 28124,朱桓
String = 28125,朱異
String = 28126,朱然
String = 28127,朱損
String = 28128,朱雋
String = 28129,朱熊
String = 28130,朱褒
String = 28131,朱據
String = 28132,朱靈
String = 28133,朱讚
String = 28134,羊祜
String = 28135,羊道
String = 28136,羊徽瑜
String = 28137,何姬
String = 28138,何晏
String = 28139,何進
String = 28140,何蜜
String = 28141,何儀
String = 28142,冷苞
String = 28143,吾彥
String = 28144,吳子蘭
String = 28145,吳巨
String = 28146,吳班
String = 28147,吳綱
String = 28148,吳質
String = 28149,吳蘭
String = 28150,吳懿
String = 28151,呂布
String = 28152,呂岱
String = 28153,呂威璜
String = 28154,呂虔
String = 28155,呂凱
String = 28156,呂翔
String = 28157,呂菁
String = 28158,呂雯
String = 28159,呂義
String = 28160,呂蒙
String = 28161,呂範
String = 28162,呂據
String = 28163,呂曠
String = 28164,宋忠
String = 28165,宋揚
String = 28166,宋憲
String = 28167,岑昏
String = 28168,李文姬
String = 28169,李典
String = 28170,李恢
String = 28171,李異
String = 28172,李堪
String = 28173,李肅
String = 28174,李傕
String = 28175,李福
String = 28176,李蒙
String = 28177,李儒
String = 28178,李豐
String = 28179,李鵬
String = 28180,李嚴
String = 28181,杜遠
String = 28182,杜襲
String = 28183,步鷺
String = 28184,車胄
String = 28185,辛毗
String = 28186,辛敞
String = 28187,辛評
String = 28188,辛憲英
String = 28189,邢道榮
String = 28190,阮咸
String = 28191,阮籍
String = 28192,典韋
String = 28193,卓膺
String = 28194,卑衍
String = 28195,周玉
String = 28196,周昕
String = 28197,周胤
String = 28198,周倉
String = 28199,周泰
String = 28200,周瑜
String = 28201,周魴
String = 28202,孟坦
String = 28203,孟達
String = 28204,尚廣
String = 28205,武安國
String = 28206,法正
String = 28207,沮授
String = 28208,沮鵠
String = 28209,芙蓉
String = 28210,金采蘋
String = 28211,金旋
String = 28212,邴原
String = 28213,邯鄲商
String = 28214,侯成
String = 28215,侯音
String = 28216,俞涉
String = 28217,姜敘
String = 28218,姜維
String = 28219,姜霞
String = 28220,施但
String = 28221,皇甫嵩
String = 28222,紀靈
String = 28223,胡車兒
String = 28224,胡芬
String = 28225,胡班
String = 28226,胡軫
String = 28227,胡奮
String = 28228,胡遵
String = 28229,范慎
String = 28230,范疆
String = 28231,韋昭
String = 28232,韋康
String = 28233,种卲
String = 28234,种拂
String = 28235,种輯
String = 28236,倫直
String = 28237,凌統
String = 28238,凌操
String = 28239,唐咨
String = 28240,夏侯令女
String = 28241,夏侯玄
String = 28242,夏侯和
String = 28243,夏侯尚
String = 28244,夏侯威
String = 28245,夏侯恩
String = 28246,夏侯涓
String = 28247,夏侯惇
String = 28248,夏侯淵
String = 28249,夏侯楙
String = 28250,夏侯嬌
String = 28251,夏侯德
String = 28252,夏侯儒
String = 28253,夏侯霸
String = 28254,孫大虎
String = 28255,孫小虎
String = 28256,孫仁
String = 28257,孫休
String = 28258,孫匡
String = 28259,孫秀
String = 28260,孫和
String = 28261,孫亮
String = 28262,孫娟
String = 28263,孫峻
String = 28264,孫朗
String = 28265,孫桓
String = 28266,孫狼
String = 28267,孫乾
String = 28268,孫堅
String = 28269,孫異
String = 28270,孫翊
String = 28271,孫登
String = 28272,孫皓
String = 28273,孫策
String = 28274,孫瑜
String = 28275,孫韶
String = 28276,孫霓裳
String = 28277,孫靜
String = 28278,孫禮
String = 28279,孫權
String = 28280,宴明
String = 28281,徐他
String = 28282,徐晃
String = 28283,徐庶
String = 28284,徐盛
String = 28285,徐榮
String = 28286,徐質
String = 28287,徐邈
String = 28288,桓範
String = 28289,留略
String = 28290,留贊
String = 28291,祖茂
String = 28292,祖郎
String = 28293,祝公道
String = 28294,秦旦
String = 28295,秦宓
String = 28296,秦琪
String = 28297,耿紀
String = 28298,荀攸
String = 28299,荀彧
String = 28300,袁杏
String = 28301,袁尚
String = 28302,袁芳
String = 28303,袁胤
String = 28304,袁紹
String = 28305,袁術
String = 28306,袁隗
String = 28307,袁熙
String = 28308,袁遺
String = 28309,袁譚
String = 28310,郝昭
String = 28311,馬元義
String = 28312,馬日磾
String = 28313,馬休
String = 28314,馬宇
String = 28315,馬均
String = 28316,馬良
String = 28317,馬岱
String = 28318,馬延
String = 28319,馬忠
String = 28320,馬玩
String = 28321,馬琳
String = 28322,馬超
String = 28323,馬雲蘿
String = 28324,馬翠
String = 28325,馬遵
String = 28326,馬謖
String = 28327,馬邈
String = 28328,馬騰
String = 28329,馬鐵
String = 28330,高沛
String = 28331,高定
String = 28332,高昇
String = 28333,高柔
String = 28334,高堂隆
String = 28335,高翔
String = 28336,高順
String = 28337,高幹
String = 28338,高覽
String = 28339,區星
String = 28340,崔勇
String = 28341,崔琰
String = 28342,常雕
String = 28343,張子謙
String = 28344,張允
String = 28345,張布
String = 28346,張白騎
String = 28347,張休
String = 28348,張任
String = 28349,張角
String = 28350,張佩
String = 28351,張承
String = 28352,張松
String = 28353,張虎
String = 28354,張南
String = 28355,張既
String = 28356,張昭
String = 28357,張英
String = 28358,張苞
String = 28359,張郃
String = 28360,張飛
String = 28361,張悌
String = 28362,張純
String = 28363,張紘
String = 28364,張梁
String = 28365,張梅
String = 28366,張猛
String = 28367,張球
String = 28368,張紹
String = 28369,張陵
String = 28370,張華
String = 28371,張楊
String = 28372,張溫
String = 28373,張達
String = 28374,張寧
String = 28375,張衛
String = 28376,張魯
String = 28377,張勳
String = 28378,張橫
String = 28379,張燕
String = 28380,張燕燕
String = 28381,張遼
String = 28382,張濟
String = 28383,張翼
String = 28384,張舉
String = 28385,張嶷
String = 28386,張繡
String = 28387,張邈
String = 28388,張闓
String = 28389,張顗
String = 28390,張寶
String = 28391,張馨
String = 28392,張鶯鶯
String = 28393,曹仁
String = 28394,曹文叔
String = 28395,曹丕
String = 28396,曹休
String = 28397,曹宇
String = 28398,曹性
String = 28399,曹昂
String = 28400,曹芳
String = 28401,曹洪
String = 28402,曹殷
String = 28403,曹真
String = 28404,曹純
String = 28405,曹豹
String = 28406,曹淑
String = 28407,曹爽
String = 28408,曹植
String = 28409,曹華
String = 28410,曹節
String = 28411,曹羨
String = 28412,曹彰
String = 28413,曹肇
String = 28414,曹據
String = 28415,曹操
String = 28416,曹羲
String = 28417,曹遵
String = 28418,曹叡
String = 28419,梁習
String = 28420,梁興
String = 28421,梅成
String = 28422,涼茂
String = 28423,淳于嘉
String = 28424,淳于導
String = 28425,淳于瓊
String = 28426,畢軌
String = 28427,笮融
String = 28428,許子將
String = 28429,許攸
String = 28430,許貢
String = 28431,許靖
String = 28432,許褚
String = 28433,許儀
String = 28434,逢紀
String = 28435,郭女王
String = 28436,郭石
String = 28437,郭汜
String = 28438,郭攸之
String = 28439,郭奕
String = 28440,郭淮
String = 28441,郭嘉
String = 28442,郭圖
String = 28443,郭槐
String = 28444,陳式
String = 28445,陳到
String = 28446,陳武
String = 28447,陳宮
String = 28448,陳泰
String = 28449,陳珪
String = 28450,陳雪
String = 28451,陳琳
String = 28452,陳登
String = 28453,陳群
String = 28454,陳瑀
String = 28455,陳震
String = 28456,陳橫
String = 28457,陳矯
String = 28458,陳騫
String = 28459,陳蘭
String = 28460,陸抗
String = 28461,陸英
String = 28462,陸凱
String = 28463,陸遜
String = 28464,陸績
String = 28465,陶芷
String = 28466,陶濬
String = 28467,陶謙
String = 28468,傅士仁
String = 28469,傅彤
String = 28470,傅巽
String = 28471,傅幹
String = 28472,傅嬰
String = 28473,喬玄
String = 28474,喬喬
String = 28475,喬瑁
String = 28476,焦觸
String = 28477,程武
String = 28478,程秉
String = 28479,程昱
String = 28480,程普
String = 28481,程遠志
String = 28482,程銀
String = 28483,華陀
String = 28484,華雄
String = 28485,華歆
String = 28486,貂蟬
String = 28487,費詩
String = 28488,費褘
String = 28489,費耀
String = 28490,賀齊
String = 28491,鄂煥
String = 28492,馮習
String = 28493,黃忠
String = 28494,黃祖
String = 28495,黃強
String = 28496,黃皓
String = 28497,黃舞蝶
String = 28498,黃蓋
String = 28499,黃權
String = 28500,楊弘
String = 28501,楊任
String = 28502,楊奉
String = 28503,楊昂
String = 28504,楊松
String = 28505,楊阜
String = 28506,楊柏
String = 28507,楊秋
String = 28508,楊修
String = 28509,楊祚
String = 28510,楊彪
String = 28511,楊琦
String = 28512,楊儀
String = 28513,楊密
String = 28514,楊醜
String = 28515,楊懷
String = 28516,楊艷
String = 28517,董允
String = 28518,董卓
String = 28519,董和
String = 28520,董宜
String = 28521,董承
String = 28522,董旻
String = 28523,董昭
String = 28524,董厥
String = 28525,董衡
String = 28526,董襲
String = 28527,虞翻
String = 28528,賈午
String = 28529,賈充
String = 28530,賈南風
String = 28531,賈荃
String = 28532,賈逵
String = 28533,賈華
String = 28534,賈詡
String = 28535,賈範
String = 28536,賈黎民
String = 28537,賈濬
String = 28538,鄒陀
String = 28539,鄒圓
String = 28540,鄒靖
String = 28541,雍闓
String = 28542,雷緒
String = 28543,雷銅
String = 28544,雷薄
String = 28545,廖化
String = 28546,廖立
String = 28547,廖琴
String = 28548,滿寵
String = 28549,甄宓
String = 28550,管亥
String = 28551,管承
String = 28552,管輅
String = 28553,管寧
String = 28554,臧洪
String = 28555,臧霸
String = 28556,裴元紹
String = 28557,趙弘
String = 28558,趙昂
String = 28559,趙統
String = 28560,趙累
String = 28561,趙雲
String = 28562,趙葳
String = 28563,趙廣
String = 28564,趙範
String = 28565,蒯良
String = 28566,蒯越
String = 28567,劉巴
String = 28568,劉伶
String = 28569,劉陶
String = 28570,劉岱
String = 28571,劉延
String = 28572,劉表
String = 28573,劉封
String = 28574,劉度
String = 28575,劉珠
String = 28576,劉焉
String = 28577,劉理
String = 28578,劉紹
String = 28579,劉備
String = 28580,劉循
String = 28581,劉琦
String = 28582,劉琮
String = 28583,劉虞
String = 28584,劉辟
String = 28585,劉慧娘
String = 28586,劉瑩
String = 28587,劉璋
String = 28588,劉範
String = 28589,劉賢
String = 28590,劉勳
String = 28591,劉曄
String = 28592,劉禪
String = 28593,劉繇
String = 28594,劉囂
String = 28595,審配
String = 28596,樊建
String = 28597,樊稠
String = 28598,樂進
String = 28599,潘鳳
String = 28600,潘璋
String = 28601,潘濬
String = 28602,潘隱
String = 28603,滕胤
String = 28604,滕麗
String = 28605,稽康
String = 28606,蔣石
String = 28607,蔣欽
String = 28608,蔣舒
String = 28609,蔣琬
String = 28610,蔣幹
String = 28611,蔣義渠
String = 28612,蔣濟
String = 28613,蔡中
String = 28614,蔡和
String = 28615,蔡邕
String = 28616,蔡陽
String = 28617,蔡琰
String = 28618,蔡瑁
String = 28619,蔡勳
String = 28620,蔡薇
String = 28621,諸葛均
String = 28622,諸葛直
String = 28623,諸葛芸
String = 28624,諸葛亮
String = 28625,諸葛恪
String = 28626,諸葛琪
String = 28627,諸葛瑾
String = 28628,諸葛誕
String = 28629,諸葛靚
String = 28630,鄧冰
String = 28631,鄧艾
String = 28632,鄧忠
String = 28633,鄧芝
String = 28634,鄧茂
String = 28635,鄧賢
String = 28636,鄧颺
String = 28637,鞏志
String = 28638,鞏都
String = 28639,魯珍
String = 28640,魯肅
String = 28641,盧植
String = 28642,穆順
String = 28643,錢銅
String = 28644,閻宇
String = 28645,閻柔
String = 28646,閻圃
String = 28647,閻芝
String = 28648,閻象
String = 28649,閻溫
String = 28650,霍戈
String = 28651,霍峻
String = 28652,駱俊
String = 28653,駱統
String = 28654,鮑信
String = 28655,鮑隆
String = 28656,戴員
String = 28657,戴陵
String = 28658,濮陽興
String = 28659,糜竺
String = 28660,糜芳
String = 28661,糜貞
String = 28662,薛綜
String = 28663,薛瑩
String = 28664,謝景
String = 28665,鍾紳
String = 28666,鍾會
String = 28667,鍾縉
String = 28668,鍾繇
String = 28669,隱蕃
String = 28670,韓玄
String = 28671,韓忠
String = 28672,韓浩
String = 28673,韓嵩
String = 28674,韓當
String = 28675,韓遂
String = 28676,韓福
String = 28677,韓暹
String = 28678,韓融
String = 28679,韓黛
String = 28680,韓馥
String = 28681,擾龍宗
String = 28682,簡雍
String = 28683,聶友
String = 28684,顏良
String = 28685,魏攸
String = 28686,魏延
String = 28687,魏諷
String = 28688,魏騰
String = 28689,魏續
String = 28690,龐統
String = 28691,龐義
String = 28692,龐德
String = 28693,譚雄
String = 28694,譙周
String = 28695,邊張
String = 28696,關平
String = 28697,關羽
String = 28698,關索
String = 28699,關統
String = 28700,關鳳
String = 28701,關興
String = 28702,麴義
String = 28703,麴演
String = 28704,禰衡
String = 28705,嚴白虎
String = 28706,嚴如意
String = 28707,嚴政
String = 28708,嚴畯
String = 28709,嚴綱
String = 28710,嚴輿
String = 28711,嚴顏
String = 28712,蘇飛
String = 28713,闞澤
String = 28714,顧雍
String = 28715,龔英蓮
String = 28716,龔都
String = 28717,龔景
String = 28718,丘力居
String = 28719,北宮伯玉
String = 28720,去卑
String = 28721,白虎文
String = 28722,步度根
String = 28723,拓拔力微
String = 28724,於扶羅
String = 28725,越吉
String = 28726,雅丹
String = 28727,徹里吉
String = 28728,苻健
String = 28729,素利
String = 28730,能臣抵之
String = 28731,厥機
String = 28732,普盧
String = 28733,無臣氐
String = 28734,彌加
String = 28735,左賢王
String = 28736,那樓
String = 28737,呼廚泉
String = 28738,速僕丸
String = 28739,樓班
String = 28740,蹋頓
String = 28741,泄歸泥
String = 28742,治元多
String = 28743,治無戴
String = 28744,千萬
String = 28745,俄何燒戈
String = 28746,月牙兒
String = 28747,依爾倫
String = 28748,喀麗兒
String = 28749,呼蘭
String = 28750,葉絲婉
String = 28751,華黎
String = 28752,穆塔兒
String = 28753,預備13
String = 28754,預備14
String = 28755,預備15
String = 28756,預備16
String = 28757,預備17
String = 28758,預備18
String = 28759,預備19
String = 28760,預備20
String = 28761,兀突骨
String = 28762,孟香
String = 28763,孟優
String = 28764,孟獲
String = 28765,祝融夫人
String = 28766,木鹿大王
String = 28767,朵思大王
String = 28768,沙摩柯
String = 28769,金環三結
String = 28770,迷當大王
String = 28771,帶來洞主
String = 28772,忙牙長
String = 28773,阿會喃
String = 28774,董荼那
String = 28775,軻比能
String = 28776,孟鷹
String = 28777,孟狼
String = 28778,黑龍洞主
String = 28779,孟節
String = 28780,哈尼
String = 28781,楊鋒
String = 28782,孔雀
String = 28783,阿詩瑪
String = 28784,莎雅
String = 28785,麻荷蘿
String = 28786,銀花夫人
String = 28787,翠娃
String = 28788,預備8
String = 28789,預備9
String = 28790,預備10
String = 28791,預備11
String = 28792,預備12
String = 28793,預備13
String = 28794,預備14
String = 28795,預備15
String = 28796,預備16
String = 28797,預備17
String = 28798,預備18
String = 28799,預備19
String = 28800,預備20
String = 28801,須佐之男
String = 28802,大國主
String = 28803,建御名方
String = 28804,少彥名
String = 28805,大物主
String = 28806,建御雷
String = 28807,邇邇藝
String = 28808,山幸彥
String = 28809,海幸彥
String = 28810,天手力男
String = 28811,小碓皇子
String = 28812,迦具土 
String = 28813,大山津見
String = 28814,久久能智
String = 28815,志那都彥
String = 28816,棉津見
String = 28817,阿曇
String = 28818,隼人
String = 28819,神武
String = 28820,五瀨
String = 28821,月讀
String = 28822,玉依姬
String = 28823,市寸島姬
String = 28824,多紀理姬
String = 28825,多岐都姬
String = 28826,佐久夜姬
String = 28827,弟橘姬
String = 28828,須勢理姬
String = 28829,豐玉姬
String = 28830,櫛名田姬
String = 28831,卑彌呼
String = 28832,賊將
String = 28833,叛將
String = 28834,貪官
String = 28835,女賊
String = 28836,變民
String = 28837,山寨大王
String = 28838,蠻族酋長
String = 28839,叛國老賊
String = 28840,絕代惡女
String = 28841,匈奴單于
String = 28842,山賊王
String = 28843,山賊
String = 28844,沉船
String = 28845,老虎
String = 28846,巨虎
String = 28847,食人虎
String = 28848,虎王
String = 28849,妖虎
String = 28850,水妖
String = 28851,大水妖
String = 28852,巨水妖
String = 28853,水妖王
String = 28854,水妖皇
String = 28855,白玉麒麟
String = 28856,天馬
String = 28857,龍馬
String = 28858,四不像
String = 28859,窮奇
String = 28860,青龍
String = 28861,白虎
String = 28862,朱雀
String = 28863,玄武
String = 28864,麒麟
String = 28865,影青龍
String = 28866,影白虎
String = 28867,影朱雀
String = 28868,影玄武
String = 28869,影麒麟
String = 28870,南華老仙
String = 28871,普靜
String = 28872,于吉
String = 28873,桃源大仙
String = 28874,仙道
String = 28875,散仙
String = 28876,大仙
String = 28877,神仙
String = 28878,天仙
String = 28879,石碑
String = 28880,黃月英
String = 28881,聚寶洞府
String = 28882,聚寶大仙
String = 28883,預備004
String = 28884,預備005
String = 28885,預備006
String = 28886,預備007
String = 28887,預備008
String = 28888,預備009
String = 28889,預備010
String = 28890,預備011
String = 28891,預備012
String = 28892,預備013
String = 28893,預備014
String = 28894,預備015
String = 28895,預備016
String = 28896,預備017
String = 28897,預備018
String = 28898,預備019
String = 28899,預備020
String = 28900,預備021
String = 28901,預備022
String = 30000,武將姓
String = 30001,丁
String = 30002,丁
String = 30003,丁
String = 30004,丁
String = 30005,丁
String = 30006,丁
String = 30007,刁
String = 30008,于
String = 30009,于
String = 30010,士孫
String = 30011,士
String = 30012,士
String = 30013,士
String = 30014,士
String = 30015,士
String = 30016,喬
String = 30017,喬
String = 30018,山
String = 30019,公孫
String = 30020,公孫
String = 30021,公孫
String = 30022,公孫
String = 30023,公孫
String = 30024,公孫
String = 30025,公孫
String = 30026,公孫
String = 30027,公孫
String = 30028,卞
String = 30029,天香
String = 30030,太史
String = 30031,太史
String = 30032,太史
String = 30033,孔
String = 30034,孔
String = 30035,孔
String = 30036,孔
String = 30037,孔
String = 30038,文
String = 30039,文
String = 30040,文
String = 30041,文
String = 30042,文
String = 30043,文
String = 30044,方
String = 30045,毋丘
String = 30046,毛
String = 30047,牛
String = 30048,牛
String = 30049,王
String = 30050,王
String = 30051,王
String = 30052,王
String = 30053,王
String = 30054,王
String = 30055,王
String = 30056,王
String = 30057,王
String = 30058,王
String = 30059,王
String = 30060,王
String = 30061,王
String = 30062,王
String = 30063,王
String = 30064,王
String = 30065,王
String = 30066,王
String = 30067,王
String = 30068,王
String = 30069,王
String = 30070,王
String = 30071,王
String = 30072,王
String = 30073,王
String = 30074,王
String = 30075,王
String = 30076,王
String = 30077,王
String = 30078,王
String = 30079,王
String = 30080,令狐
String = 30081,令狐
String = 30082,司馬
String = 30083,司馬
String = 30084,司馬
String = 30085,司馬
String = 30086,司馬
String = 30087,司馬
String = 30088,司馬
String = 30089,司馬
String = 30090,司馬
String = 30091,司馬
String = 30092,司馬
String = 30093,左
String = 30094,甘
String = 30095,甘
String = 30096,甘
String = 30097,田
String = 30098,田
String = 30099,田
String = 30100,田
String = 30101,田
String = 30102,田
String = 30103,申
String = 30104,申
String = 30105,石
String = 30106,石
String = 30107,伊
String = 30108,伊
String = 30109,伊
String = 30110,伏
String = 30111,伏
String = 30112,仲長
String = 30113,全
String = 30114,全
String = 30115,吉
String = 30116,吉
String = 30117,吉
String = 30118,向
String = 30119,向
String = 30120,向
String = 30121,成
String = 30122,朱
String = 30123,朱
String = 30124,朱
String = 30125,朱
String = 30126,朱
String = 30127,朱
String = 30128,朱
String = 30129,朱
String = 30130,朱
String = 30131,朱
String = 30132,朱
String = 30133,朱
String = 30134,羊
String = 30135,羊
String = 30136,羊
String = 30137,何
String = 30138,何
String = 30139,何
String = 30140,何
String = 30141,何
String = 30142,冷
String = 30143,吾
String = 30144,吳
String = 30145,吳
String = 30146,吳
String = 30147,吳
String = 30148,吳
String = 30149,吳
String = 30150,吳
String = 30151,呂
String = 30152,呂
String = 30153,呂
String = 30154,呂
String = 30155,呂
String = 30156,呂
String = 30157,呂
String = 30158,呂
String = 30159,呂
String = 30160,呂
String = 30161,呂
String = 30162,呂
String = 30163,呂
