[STRING]
String = 12000,建物名
String = 15320,讲解如何引发雷击的术法书。
String = 15321,记载雷击术最高秘法‘雷击燋狱’的上级术法书。
String = 15322,讲解如何引发五雷轰顶的术法书。
String = 15323,记载五雷术最高秘法‘狂雷天牢’的上级术法书。
String = 15324,讲解如何安排伏兵的兵法书。
String = 15325,记载伏兵连阵最高秘诀‘伏兵排阵’的上级兵法书。
String = 15326,讲解如何安排伏兵于敌后方的兵法书。
String = 15327,记载后伏连阵最高秘诀‘后伏排阵’的上级兵法书。
String = 15328,讲解如何使用轒辒车进行作战的兵法书。
String = 15329,记载伏轒辒车最高秘诀‘驷轒辒车’的上级兵法书。
String = 15330,讲解如何驱使悬浮火灯的术法书。
String = 15331,记载旋灯术最高秘法‘旋灯怒张’的上级术法书。
String = 15332,讲解如何驱使爆裂飞灯的术法书。
String = 15333,记载莲华术最高秘法‘莲华轰天’的上级术法书。
String = 15334,讲解如何引发龙卷风的术法书。
String = 15335,记载旋风术最高秘法‘龙卷旋风’的上级术法书。
String = 15336,进行突击作战时，用来振奋军心的战鼓。
String = 15337,决心背水一战时，用来激化士气的战鼓。
String = 15338,讲解如何利用火牛阵进行作战的兵法书。
String = 15339,记载火牛阵最高秘诀‘火牛烈崩’的上级兵法书。
String = 15340,攻城用的冲车。
String = 15341,冲锋作战时不可或缺的冲车部队。
String = 15342,召唤尸鬼的法器。
String = 15343,召唤大规模尸鬼军队时必备的法器。
String = 15344,会喷火的炎兽像。
String = 15345,能自动进行喷火攻击的机关怪兽。
String = 15346,讲解如何利用野兽进行作战的兵法书。
String = 15347,记载驱豹最高秘诀‘驱豹突击’的上级兵法书。
String = 15348,讲解如何利用神鸢进行作战的兵法书。
String = 15349,记载神鸢最高秘诀‘神鸢空袭’的上级兵法书。
String = 15350,可搭载弓箭兵的塔车。
String = 15351,可搭载大量弓箭兵的井阑部队。
String = 15352,使用时间之术‘八门金锁’所需的法器。
String = 15353,来自黄泉国的宝珠。
String = 15354,可打开冥府之门的宝珠。
String = 15355,用来疗伤的法器。
String = 15356,用来疗伤的高级法器。
String = 15357,可同时治疗数人的法器。
String = 15358,可同时治疗数人的高级法器。
String = 15359,召唤天龙的古铜镜。
String = 15360,召唤地脉之气的古铜镜。
String = 15361,呼唤流星的媒介。
String = 15362,讲解如何操作浮游雷弹的术法书。
String = 15363,记载浮雷术最高秘法‘浮雷光阵’的上级术法书。
String = 15364,外观邪恶且嗜人血的大盾。
String = 15365,被恶灵附身的大盾，可防御任何攻击。
String = 15366,召唤神兽‘麒麟’的神器。
String = 15367,召唤神兽‘青龙’的神器。
String = 15368,召唤神兽‘玄武’的神器。
String = 15369,召唤神兽‘白虎’的神器。
String = 15370,召唤神兽‘朱雀’的神器。
String = 15371,人形的纸符。
String = 15372,可变化成敌士兵的人形纸符。
String = 15373,记载土遁之术的忍术卷轴。
String = 15374,记载土遁之秘奥义‘土遁隐杀’的高级卷轴。
String = 15375,记载火雷玉之术的忍术卷轴。
String = 15376,记载火雷玉之秘奥义‘火雷鬼玉破’的高级卷轴。
String = 15377,记载忍镖之术的忍术卷轴。
String = 15378,记载忍镖之秘奥义‘隐忍镖阵’的高级卷轴。
String = 15379,讲解如何召唤魔剑的密笈。
String = 15380,记载召唤至凶魔剑的绝世密笈。
String = 15381,讲解如何召唤圣剑的密笈。
String = 15382,记载召唤至高圣剑的绝世密笈。
String = 15383,可召引地龙的宝珠。
String = 15384,能自由操纵地龙的宝旗。
String = 15385,可召引火龙的宝珠。
String = 15386,能自由操纵火龙的宝旗。
String = 15387,可召引水龙的宝珠。
String = 15388,能自由操纵水龙的宝旗。
String = 15389,可召引风龙的宝珠。
String = 15390,能自由操纵风龙的宝旗。
String = 15391,敏捷的轻型机关车
String = 15392,彻底剖析龙牙车奥妙的图卷。
String = 15393,讲解如何使用破城锤的密笈。
String = 15394,记载使用破城锤诀窍的绝世密笈。
String = 15395,讲解如何召唤邪刃的密笈。
String = 15396,记载召唤邪灵妖刃的绝世密笈。
String = 15397,讲解如何以七星灯保命的术法书。
String = 15398,记载秘法‘七星续命灯’的上级术法书。
String = 15399,讲解如何使用挪移术驱退敌军的术法书。
String = 15400,记载秘法‘挪移大法’的上级术法书。
String = 15401,讲解如何化去敌军气力的术法书。
String = 15402,讲解如何夺敌军气力为己用的术法书。
String = 15403,记载机铁神鹰构造的图本。
String = 15404,能换来冥将的妖界军旗。
String = 15405,宿有妖狐之魂的白裘。
String = 15406,掷地立化巨大妖尸的木偶。
String = 15407,象征能驾驭猛虎的饰物。
String = 15408,记载机铁异龙构造的图本。
String = 15409,记载机铁烈凰构造的图本。
String = 15410,封印赤焰火鬼的葫芦。
String = 15411,凶兽饕餮的首级。
String = 15412,记载机铁螭虎构造的图本。
String = 15413,记载机铁狻猊构造的图本。
String = 15414,改变时间为白昼的法器。
String = 15415,改变时间为暗夜的法器。
String = 15416,用来呼风唤雨的法器。
String = 15417,用来召唤风雪的法器。
String = 15418,散发宜人香气，能加速集气的香炉。
String = 15419,散发恶心臭气，能减缓集气的香炉。
String = 15420,讲解如何预先积蓄气力的兵法书。
String = 15421,记载如何预先积蓄大量气力的兵法书。
String = 15422,记载如何善用天象，增加武将技威力的兵法书。
String = 15423,记载如何运用地形，增加士兵防御力的兵法书。
String = 15424,记载如何指挥士兵，增加士兵命中率的兵法书。
String = 15425,皇帝亲赐的战鼓，能提升武将战力。
String = 15426,记载着许多恶言恶语，可重创敌人的自信心。
String = 15427,鼓舞士气用的号角，声音相当宏亮。
String = 15428,记载昔日楚国乡土歌谣的书籍。
String = 15429,讲解如何削减敌士兵防御力的兵法书。
String = 15430,讲解如何提升我士兵防御力的兵法书。
String = 15431,讲解如何拖慢敌士兵速度的兵法书。
String = 15432,讲解如何加快我士兵速度的兵法书。
String = 15433,古代暴君的头骨，蕴含极深的怨念。
String = 15434,太古魔王蚩尤的头骨，迄今仍然诅咒着人世间。
String = 15435,西楚霸王项羽的头骨，蕴含霸者之气。
String = 15436,历代君王使用的玉玺，蕴含至高无上的秘力。
String = 15437,讲解如何截断敌军退路的兵法书。
String = 15438,讲解如何预留退路的兵法书。
String = 15439,讲解如何以拒鹿角进行作战的兵法书。
String = 15440,记载拒鹿角秘诀‘鹿角十重’的上级兵法书。
String = 15441,记载如何将拒鹿角运用得出神入化的上级兵法书。
String = 15442,讲解如何以火药桶设计陷阱的兵法书。
String = 15443,记载地雷最高‘地雷星火’的上级兵法书。
String = 15444,记载如何将地雷运用得出神入化的上级兵法书。
String = 15445,记载地钉之术的忍术卷轴。
String = 15446,记载地钉之秘奥义‘钢地钉阵’的高级卷轴。
String = 15447,记载地钉最高奥义的密传卷轴。
String = 15448,记载如何预先埋伏士兵的兵法书。
String = 15449,说明高段埋伏之法的上级兵法书。
String = 15450,记载如何在战前安排援军的兵法书。
String = 15451,说明高段安排援军之法的上级兵法书。
String = 15452,能操控阵亡敌兵为己用的灵符。
String = 15453,能操控大量阵亡敌兵为己用的符令。
String = 15454,说明如何封锁敌军武将技的高等兵法书。
String = 15455,说明封锁敌将必杀技，并解除我军封印的高等兵法书。
String = 15456,凶兽饕餮的牙齿，能提升少许的杀气。
String = 15457,凶兽饕餮的遗骨，能提升相当的杀气。
String = 15458,凶兽饕餮的尖角，能使我军武将充满杀气。
String = 15459,神秘的天书，能使技力消耗减半。
String = 15460,某仙人传世的天书，能使气力消耗减到最低。
String = 15461,方便隐藏的小箭，能趁人不备，伤人于无形。
String = 15462,具备增加经验累积之功效的神秘宝珠。
String = 15463,讲解如何煽动敌兵、使其反叛的兵法书。
String = 15464,讲解如何安定人心、使士兵忠贞不二的兵法书。
String = 15465,讲解如何堆筑石墙，阻挡敌军弩箭的兵法书。
String = 15466,讲解如何搭建拒马，阻挡敌军弩箭的兵法书。
String = 15467,讲解如何架设铁盾，阻挡敌军弩箭的兵法书。
String = 15468,记载如何消除敌军防御工事的兵法书。
String = 15469,能在战场上缓缓回复少许体力的神石。
String = 15470,能在战场上缓缓回复一些体力的神秘晶石。
String = 15471,能快速回复我军武将少量体力的石珠。
String = 15472,能快速回复我军武将一些体力的宝珠。
String = 15473,能快速回复我军武将大量体力的罕世神珠。
String = 15474,可瞬间消灭敌军一切有形陷阱的宝镜。
String = 15475,能使我军有形陷阱无法被侦查的宝物。
String = 15476,能映照敌将心思，学习敌军计策的宝镜。
String = 15477,可逆转乾坤，令文弱之人也能万夫莫敌的密宝。
String = 15478,讲解如何安装猛火陷阱的兵法书。
String = 15479,记载如何将猛火陷阱运用得出神入化的上级兵法书。
String = 15480,讲解如何安装布置缩地陷阱的兵法书。
String = 15481,记载如何将缩地陷阱运用得出神入化的上级兵法书。
String = 15482,讲解如何安装布置暗雷陷阱的兵法书。
String = 15483,记载如何将暗雷陷阱运用得出神入化的上级兵法书。
String = 15484,记载潜地之术的忍术卷轴。
String = 15485,记载如何将潜地忍术运用得出神入化的奥义卷轴。
String = 15486,讲解如何探查有形陷阱的兵法书。
String = 15487,讲解如何探查无形陷阱的兵法书。
String = 15488,可瞬间消灭敌军一切无形陷阱的宝镜。
String = 15489,能使我军无形陷阱无法被侦查的宝物。
String = 15490,讲解如何遮掩士兵踪迹的兵法书。
String = 15491,讲解如何使隐形士兵现身的兵法书。
String = 15492,可以假传敌军命令的假官印。
String = 15493,可以端正军法，让假命令无效的文书。
String = 15494,讲解如何强化城墙防御的的兵法书。
String = 15495,记载如何令城墙坚不可催的上级兵法书。
String = 15496,讲解如何破坏敌军城墙的的兵法书。
String = 15497,记载如何令敌方城墙脆弱不堪的上级兵法书。
String = 15498,讲解如何驱使冲城锤的的兵法书。
String = 15499,记载运用冲城锤奥秘的上级兵法书。
String = 15500,讲解如何驱使战车的的兵法书。
String = 15501,记载运用战车奥秘的上级兵法书。
String = 15502,讲解如何驱使掷雷队的的兵法书。
String = 15503,记载调派掷队队秘诀的上级兵法书。
String = 15504,讲解如何驱使火铳队的的兵法书。
String = 15505,记载调派火铳队秘诀的上级兵法书。
String = 15506,讲解如何驱使炮车队的的兵法书。
String = 15507,记载调派炮车队秘诀的上级兵法书。
String = 15508,讲解如何驱使盾牌队的的兵法书。
String = 15509,记载调派盾牌队秘诀的上级兵法书。
String = 15510,讲解如何驱使锹䦆队的的兵法书。
String = 15511,记载调派锹䦆队秘诀的上级兵法书。
String = 15512,能发射火球的兽形机关车。
String = 15513,彻底剖析铁兽车奥妙的图卷。
String = 15514,相传由黄帝指南车改良而来的机关兵器。
String = 15515,彻底剖析铜人奥妙的图卷。
String = 15516,移动迅速的机关车。
String = 15517,彻底剖析铁轮车奥妙的图卷。
String = 15518,讲解如何削弱冲阵队的的兵法书。
String = 15519,记载如何完全消灭冲阵队的上级兵法书。
String = 15520,能发射巨箭的大型弩弓。
String = 15521,彻底剖析截天弩奥妙的图卷。
String = 15522,能发射巨石的大型投石器。
String = 15523,彻底剖析霹雳车奥妙的图卷。
String = 15524,能自动在战场上缓缓恢复技力的宝物。\n特性：技回
String = 15525,能自动在战场上缓缓恢复体力的宝物。\n特性：体回
String = 15526,崇高地位的象征，能提升带兵数。\n特性：调兵
String = 15527,高贵无比的头饰，能提升带将数。\n特性：遣将
String = 15528,上将装备的腰带，可以降低武将技所需技力。\n特性：精武
String = 15529,谋士地位的证明，可以降低军师技所需技力。\n特性：擅谋
String = 15530,兽面纹饰的掩心甲，能降低受到的伤害。\n特性：刚体
String = 15531,依附幽魂的骷髅，有时能让杀死的敌兵化为我方尸兵。\n特性：尸魇
String = 15532,芳香的小囊，可以让精神集中。\n特性：专心
String = 15533,方便携带的小箭，能暗算敌将。\n特性：冷箭
String = 15534,轻便的小戟，可以掷出伤敌。\n特性：短戟
String = 15535,可藏在身上的小锤，可飞掷伤敌。\n特性：铜锤
String = 15536,锋利的小刀，能飞掷伤敌。\n特性：飞刀
String = 15537,倭国特产的小镖，能暗算敌将。\n特性：手里剑
String = 15538,指导如何自然恢复体力的奇书。\n特性：养生
String = 15539,指导如何自然恢复技力的奇书。\n特性：静思
String = 15540,能招来飞鹰助阵的神奇羽毛。\n特性：飞鹰呼唤
String = 15541,能招来恶狼助阵的奇异牙饰。\n特性：恶狼呼唤
String = 15542,可呼唤猛牛相助的牛角。\n特性：狂牛呼唤
String = 15543,可呼唤猛虎来助的虎皮面具。\n特性：猛虎呼唤
String = 15544,可呼唤花豹相助的奇异护腕。\n特性：花豹呼唤
String = 15545,能招来大熊助阵的神奇饰品。\n特性：大熊呼唤
String = 15546,倭国用来召唤式神童子的护符。\n特性：童子招来
String = 15547,倭国用来召唤式神姬的护符。\n特性：姬招来
String = 15548,倭国用来召唤犬神的宝玉。\n特性：犬神招来
String = 15549,能在战场上冲撞敌军的机关牛。\n特性：木牛操控
String = 15550,能在战场上冲撞敌军的机关马。\n特性：流马操控
String = 15551,经法术加持，可化为妖兵的稻草人。\n特性：妖兵现身
String = 15552,能够驱策机关兵的令牌。\n特性：机关兵操控
String = 15553,说明攻城之法的奇书。\n特性：攻城战术
String = 15554,说明提升士兵战力之道的奇书。\n特性：强袭战术
String = 15555,说明如何提升士兵防御之力的奇书。\n特性：防御战术
String = 15556,能在水面快速移动的特制船。\n特性：航船
String = 15557,记载如何快速行军秘诀的兵书。\n特性：行军
String = 15558,记载如何让军团士气提升的兵书。\n特性：鼓舞
String = 15559,天命之人的证明，较容易降服山贼猛兽。\n特性：人望
String = 15560,记载如何在战后恢复大量体力的医书。\n特性：包扎
String = 15561,有“三国群英传VII特典”字样的怪书，似乎能召唤出什么东西。
String = 15562,有“三国群英传百万套纪念特典”字样的怪书，似乎能召唤出什么东西。
String = 15563,以承露金盘承接的天界之水，有易筋洗髓之神效。\n武力+3 
String = 15564,以北斗天浆调和美玉之屑所炼之丹，有养身培元之效。\n体力上限+10  
String = 15565,芳香无比，能使灵台清明、心智开朗的珍贵药草\n智力+3
String = 15566,方士密法提炼的灵药，有增长智慧、养气培灵的神效。\n技力上限+10
String = 15567,纯金的精美宝珠，可做为增进君臣关系的礼物。\n忠诚+35
String = 15568,价值连城的名贵玉壁，可做为增进君臣关系的礼物。\n忠诚+40
String = 15569,精刻龙纹的羊脂白玉，可做为增进君臣关系的礼物。\n忠诚+50
String = 15570,雕工精细的稀世宝镜。\n忠诚+80
String = 15578,只有善心者才能获得的宝物，似乎有其他用途。
String = 15616,记载如何冶炼钢剑的锻造书
String = 15617,记载如何冶炼不攻的锻造书
String = 15618,记载如何冶炼戟刀的锻造书
String = 15619,记载如何冶炼双刃刀的锻造书
String = 15620,记载如何冶炼戟刀的锻造书
String = 15621,记载如何冶炼斩岩剑的锻造书
String = 15622,记载如何冶炼明昭的锻造书
String = 15623,记载如何冶炼血刃的锻造书
String = 15624,记载如何冶炼邪月的锻造书
String = 15625,记载如何冶炼湛卢的锻造书
String = 15626,记载如何冶炼莫邪的锻造书
String = 15627,记载如何冶炼青玉扇的锻造书
String = 15628,记载如何冶炼劈风扇的锻造书
String = 15629,记载如何冶炼剑翎扇的锻造书
String = 15630,记载如何冶炼幻羽扇的锻造书
String = 15631,记载如何冶炼五光扇的锻造书
String = 15632,记载如何冶炼噬血扇的锻造书
String = 15633,记载如何冶炼天罡扇的锻造书
String = 15634,记载如何冶炼幽冥扇的锻造书
String = 15635,记载如何冶炼玄冰扇的锻造书
String = 15636,记载如何冶炼真火扇的锻造书
String = 15637,记载如何冶炼大砍刀的锻造书
String = 15638,记载如何冶炼武斩刀的锻造书
String = 15639,记载如何冶炼精铁偃月刀的锻造书
String = 15640,记载如何冶炼劈山斧的锻造书
String = 15641,记载如何冶炼八卦刀的锻造书
String = 15642,记载如何冶炼焰斩刀的锻造书
String = 15643,记载如何冶炼干将的锻造书
String = 15644,记载如何冶炼毒龙的锻造书
String = 15645,记载如何冶炼魂咬的锻造书
String = 15646,记载如何冶炼雷斩刀的锻造书
String = 15647,记载如何冶炼太阿的锻造书
String = 15648,记载如何冶炼赤霄的锻造书
String = 15649,记载如何冶炼点睛的锻造书
String = 15650,记载如何冶炼灼针的锻造书
String = 15651,记载如何冶炼冰芒的锻造书
String = 15652,记载如何冶炼双刃戟的锻造书
String = 15653,记载如何冶炼蒺藜枪的锻造书
String = 15654,记载如何冶炼真钢枪的锻造书
String = 15655,记载如何冶炼锦牙枪的锻造书
String = 15656,记载如何冶炼蛇尖枪的锻造书
String = 15657,记载如何冶炼虎胆枪的锻造书
String = 15658,记载如何冶炼天羽凤凰枪的锻造书
String = 15659,记载如何冶炼震雷青龙戟的锻造书
String = 15660,记载如何冶炼铁弓的锻造书
String = 15661,记载如何冶炼精钢弓的锻造书
String = 15662,记载如何冶炼绝音弓的锻造书
String = 15663,记载如何冶炼追星的锻造书
String = 15664,记载如何冶炼连环弓的锻造书
String = 15665,记载如何冶炼落月的锻造书
String = 15666,记载如何冶炼射魄的锻造书
String = 15667,记载如何冶炼惊雷的锻造书
String = 15668,记载如何冶炼机铁火神弓的锻造书
String = 15669,记载如何冶炼孔雀刺的锻造书
String = 15670,记载如何冶炼精钢双戟的锻造书
String = 15671,记载如何冶炼鸳鸯圈的锻造书
String = 15672,记载如何冶炼乾坤圈的锻造书
String = 15673,记载如何冶炼凤凰锤的锻造书
String = 15674,记载如何冶炼两仪剑的锻造书
String = 15675,普通的铁
String = 15676,将铁提炼后的产物，比铁更为坚硬
String = 15677,将钢锻打百次之后而成。拥有超越一般钢铁的硬度
String = 15678,上好的钢铁
String = 15679,具有非凡的硬度与韧性，故名神铁
String = 15680,普通的青铜
String = 15681,表面上有流星纹路的铁，极为难得
String = 15682,极为易燃的圆石
String = 15683,表面不断有水气涌出的圆石
String = 15684,具有仙气的圆石
String = 15685,具有妖气的圆石
String = 15686,闪烁青白色光芒的玉石
String = 15687,闪烁血红色光芒的玉石
String = 15688,闪烁黄色光芒的玉石
String = 15689,闪烁紫色光芒的玉石
String = 15690,水妖的血，据说有毒
String = 15691,火妖的牙齿，可耐高热
String = 15692,龙死后所留下的骨骸，具有灵气
String = 15693,龙蜕鳞所留下的鳞片，非常坚硬
String = 15694,白玉做成的玉璧，其上隐约有龙纹浮现
String = 15695,具有奇妙力量的镜子，据说可连通此世与彼世
String = 15696,黑色并且具有磁性的铁块
String = 15697,于地底吸收百年精华的玄铁
String = 15698,于地底吸收千年精华的玄铁
String = 15699,黑色的钢铁，其硬度无物可及
String = 15700,于地底吸收百年精华的乌钢
String = 15701,于地底吸收千年精华的乌钢
String = 15703,由九天之外所落下的玄铁
String = 15704,仅出现于穷绝之地的乌钢，坚硬非凡
String = 15705,夜叉的角，极其锐利
String = 15706,硬度非凡的钢铁，其锻冶法不可知，斩劈百次也不见伤痕，故得此名
String = 15707,蕴含奇妙力量的玉石，可提升持有者的杀伤力
String = 15708,蕴含奇妙力量的玉石，可提升持有者的杀伤力
String = 15709,蕴含奇妙力量的玉石，可提升持有者的武力
String = 15710,蕴含奇妙力量的玉石，可提升持有者的智慧
String = 15711,蕴含奇妙力量的玉石，可提升持有者的体力
String = 15712,蕴含奇妙力量的玉石，可提升持有者的杀气
String = 15713,钢铁制的长剑，适合于战斗使用。\n武力+4，体力上限+1
String = 15714,木制的大剑，虽不利于攻击，但用于防守却十分便利。\n武力+2，智力+1，体力上限+10
String = 15715,砍劈与刺击兼宜的武器。\n武力+8
String = 15716,双刃开锋的厚刃剑，相当有杀伤力。\n武力+9
String = 15717,以玄铁制成的厚刃剑，不但锋利，更可锁拿敌人武器。\n武力+10
String = 15718,经过千锤百炼以成其锋锐的大剑，因可劈山裂石，故名斩岩。\n武力+14
String = 15719,锋利无比，威力不凡的极品好剑。\n武力+10，体力上限+5
String = 15721,刀身附有怨念与邪气的邪剑，为此剑所伤者将化为活尸受持有者奴役
String = 15722,古代名匠穷尽心力所打造出来的名剑
String = 15723,战国时代的名剑，有机会发动极速的攻击
String = 15724,具有辟邪力量的玉扇
String = 15725,扇骨以刀刃打造而成的铁扇，开合之间有斩风之声
String = 15726,以精钢打造而成的扇子，合起来可当短剑使用
String = 15734,以钢铁强化而成的大刀，适合砍劈。\n武力+8，智力-4
String = 15735,以表彰尚武精神所打造的大刀，威力不凡。\n武力+10，智力-3
String = 15736,以精钢重铸后的掩月刀，锋棱莫犯。\n武力+12
String = 15737,具有劈山斩石之威的大斧。\n武力+14，智力-2
String = 15746,比一般制式长枪更具贯穿力的铁枪。\n武力+4
String = 15747,具有火炎之力的长枪，被其刺伤之处如受火焰烧灼。\n武力+4
String = 15748,具有冰雪之力的长枪。\n武力+5
String = 15749,枪头开双刃，一但被刺伤，伤口将难以愈合的狠毒武器。\n武力+8
String = 15750,枪头带有蒺藜的强力武器。\n武力+9
String = 15751,整把以精钢打造而成的枪，无坚不摧。\n武力+10
String = 15752,锦马超所爱用的长枪。\n武力+10
String = 15753,枪尖弯曲，刺中后能产生相当大的伤害。\n武力+12
String = 15754,以精铁打造出来的好枪，威力惊人。\n武力+14
String = 15757,铁制的弓，威力不错的制式武器。\n武力+3
String = 15758,精钢打造而成的弓，比钢弓更具杀伤力。\n武力+5
String = 15759,跟穿云弓齐名的好弓，射速与威力兼备。\n武力+4
String = 15760,高射速以及高准度的名弓。\n武力+6
String = 15761,以特殊制作法做成的弓，有时能连射两箭。\n武力+8
String = 16000,精简版物品说明
String = 16001,【消耗】仙人用来控制机关木人的法器，可使用木人。
String = 16002,【消耗】仙人操纵死尸时所用的符咒，可使用尸兵。
String = 16003,【消耗】授予特殊任务时所用的机密文书，可使用忍者。
String = 16004,【消耗】象征倭国朝廷权威的信物，可使用浪人。
String = 16005,【消耗】北方匈奴号召族人的工具，可使用匈奴兵。
String = 16006,【消耗】太平道信徒自制的兵符，可使用黄巾兵。
String = 16007,【消耗】大汉朝廷授予武将的兵符，可使用投石车。
String = 16008,【消耗】大汉朝廷授予武将的兵符，可使用弩车。
String = 16009,【消耗】从南蛮地方传来的特殊兵符，可使用野兽兵。
String = 16010,【消耗】大汉朝廷授予武将的兵符，可使用女兵。
String = 16011,【消耗】从南蛮地方传来的特殊兵符，可使用蛮兵。
String = 16012,【消耗】大汉朝廷授予武将的兵符，可使用轻骑兵。
String = 16013,【消耗】大汉朝廷授予武将的兵符，可使用弩兵。
String = 16014,【消耗】大汉朝廷授予武将的兵符，可使用短枪兵。
String = 16015,【消耗】大汉朝廷授予武将的兵符，可使用短弓兵。
String = 16016,【消耗】大汉朝廷授予武将的兵符，可使用轻步兵。
String = 16017,【消耗】记载箭矢之阵的兵书。
String = 16018,【消耗】记载天地之阵的上级兵书。
String = 16019,【消耗】记载翔鹰之阵的兵书。
String = 16020,【消耗】记载雁形之阵的兵书。
String = 16021,【消耗】记载锥形之阵的兵书。
String = 16022,【消耗】记载钩形之阵的兵书。
String = 16023,【消耗】记载圆形之阵的兵书。
String = 16024,【消耗】记载方形之阵的兵书。
String = 16025,【消耗】忠诚+30
String = 16026,【消耗】忠诚+25
String = 16027,【消耗】忠诚+20
String = 16028,【消耗】忠诚+15
String = 16029,【消耗】忠诚+10
String = 16030,【消耗】忠诚+5
String = 16031,【消耗】智力+1
String = 16032,【消耗】武力+1
String = 16033,【消耗】技力+5
String = 16034,【消耗】技力+2
String = 16035,【消耗】体力+5
String = 16036,【消耗】体力+2
String = 16037,40级【剑】体力上限+20 技力上限+20\n武力+18
String = 16038,40级【剑】体力上限+20 技力上限+20\n武力+18
String = 16039,30级【剑】体力上限+20 技力上限+20\n武力+18  智力+1
String = 16040,29级【剑】体力上限+10 技力上限+10\n武力+16
String = 16041,25级【剑】体力上限+10 武力+16
String = 16042,25级【剑】体力上限+10 技力上限+5\n武力+14
String = 16043,23级【剑】技力上限+5 武力+13
String = 16044,22级【剑】武力+13
String = 16045,22级【剑】体力上限+5 武力+12
String = 16046,21级【剑】技力上限+5 武力+11
String = 16047,21级【剑】体力上限+5 武力+11
String = 16048,18级【剑】武力+11
String = 16049,15级【剑】武力+10
String = 16050,15级【剑】武力+8  智力+1
String = 16051,13级【剑】武力+8
String = 16052,11级【剑】武力+7
String = 16053,11级【剑】武力+8  智力-2
String = 16054,9级【剑】武力+7  智力-2
String = 16055,9级【剑】武力+6 
String = 16056,6级【剑】武力+5
String = 16057,5级【剑】武力+4
String = 16058,4级【剑】武力+2  智力+1
String = 16059,4级【剑】武力+3
String = 16060,1级【剑】武力+1
String = 16061,1级【剑】武力+1
String = 16062,22级【扇】体力上限+5\n武力+10  智力+10
String = 16063,20级【扇】武力+9  智力+9
String = 16064,16级【扇】体力上限+10\n武力+8  
String = 16065,16级【扇】武力+8  智力+8
String = 16066,12级【扇】武力+7
String = 16067,12级【扇】武力+6  智力+6
String = 16068,8级【扇】体力上限+10\n武力+5
String = 16069,8级【扇】武力+5  智力+5
String = 16070,5级【扇】武力+4  智力+4
String = 16071,29级【大刀】体力上限+20\n 技力上限+5  武力+18
String = 16072,26级【大刀】体力上限+5 技力上限+5\n武力+18
String = 16073,24级【大刀】武力+17
String = 16074,22级【大刀】武力+17  智力-4
String = 16075,22级【大刀】武力+16  智力-3
String = 16076,20级【大刀】武力+15  智力-3
String = 16077,20级【大刀】武力+14  智力-1
String = 16078,18级【大刀】武力+14  智力-3
String = 16079,18级【大刀】武力+13  智力-2
String = 16080,15级【大刀】武力+12  智力-2
String = 16081,13级【大刀】武力+11  智力-3
String = 16082,13级【大刀】武力+10  智力-2
String = 16083,11级【大刀】武力+10  智力-4
String = 16084,11级【大刀】武力+9  智力-2
String = 16085,8级【大刀】武力+8  智力-2
String = 16086,8级【大刀】武力+7  智力-1
String = 16087,6级【大刀】武力+8  智力-4
String = 16088,6级【大刀】武力+7  智力-2
String = 16089,4级【大刀】武力+6  智力-4
String = 16090,4级【大刀】武力+5  智力-4
String = 16091,2级【大刀】武力+4  智力-2
String = 16092,2级【大刀】武力+3  智力-1
String = 16093,1级【大刀】武力+2  智力-2
String = 16094,29级【枪】体力上限+10 技力上限+10\n武力+18
String = 16095,28级【枪】武力+17
String = 16096,25级【枪】体力上限+10 武力+17
String = 16097,23级【枪】武力+14
String = 16098,23级【枪】体力上限+10 武力+13
String = 16099,22级【枪】武力+13
String = 16100,18级【枪】体力上限+10 武力+10
String = 16101,18级【枪】武力+11
String = 16102,16级【枪】武力+10
String = 16103,16级【枪】体力上限+10 武力+9
String = 16104,15级【枪】武力+9
String = 16105,13级【枪】武力+9
String = 16106,13级【枪】体力上限+10 武力+7
String = 16107,11级【枪】武力+7
String = 16108,11级【枪】体力上限+10 武力+6
String = 16109,9级【枪】武力+6
String = 16110,7级【枪】武力+5
String = 16111,7级【枪】体力上限+5 武力+4
String = 16112,6级【枪】武力+4
String = 16113,6级【枪】体力上限+5 武力+3
String = 16114,4级【枪】武力+3
String = 16115,4级【枪】体力上限+5 武力+2
String = 16116,3级【枪】武力+3  智力-2
String = 16117,3级【枪】武力+2  智力-1
String = 16118,2级【枪】武力+2
String = 16119,2级【枪】体力上限+5  武力+1
String = 16120,1级【枪】武力+1
String = 16122,18级【弓】武力+9  速度+1
String = 16123,12级【弓】武力+6  速度+1
String = 16124,10级【弓】武力+6  
String = 16125,8级【弓】武力+5
String = 16126,7级【弓】武力+4
String = 16127,5级【弓】武力+3
String = 16128,3级【弓】武力+2
String = 16129,1级【弓】武力+1
String = 16132,30级【座骑】体力上限+50\n技力上限+50 武力+20 智力+20 速度+7
String = 16133,30级【座骑】体力上限+20\n技力上限+20 武力+10 智力+20 速度+8
String = 16134,30级【座骑】技力上限+50\n智力+20  速度+7
String = 16135,30级【座骑】体力上限+40\n智力+10  速度+7
String = 16136,30级【座骑】体力上限+10\n武力+25  速度+7
String = 16137,30级【座骑】体力上限+20\n速度+8
String = 16138,27级【座骑】体力上限+15 技力上限+10\n速度+7
String = 16139,25级【座骑】体力上限+15  速度+7
String = 16140,25级【座骑】武力+6  速度+7
String = 16141,25级【座骑】体力上限+5\n武力+5  速度+7
